 2.7164998	-0.6330791	-0.1906435	 3.2596015	 2.9197161	 0.9279583	 1.9019826	 1.8519871	-0.0372011	-0.4272080	-0.0416549	-0.0012404	
 2.2497543	 0.3093919	 0.5520195	 1.9829845	 2.3760172	 1.7945770	 1.5406040	 1.3992975	 0.1571523	-0.4626843	-0.0327317	-0.0008784	
 2.4847744	 0.2847632	 0.4495782	 2.1005383	 1.6801185	 1.2425763	 2.3197766	 1.8700365	-0.0446738	-0.5325499	-0.0550000	-0.0007389	
 2.6398735	 0.7065970	 0.4942214	 1.1140181	 1.1650156	 0.7035833	 1.4489370	 1.8835418	 0.4479236	-0.4633109	-0.1597971	 0.0000412	
 2.5890916	 1.4330372	 0.2045545	 0.4134379	 2.3540110	 3.1240885	 2.3158679	 0.7723824	-0.1786220	-0.1156145	-0.0155286	-0.0006132	
 2.2316638	 1.3146736	 0.6608438	 0.7991809	 1.4574516	 1.9866024	 2.1291912	 1.2419526	 0.1243317	-0.2070270	-0.0583120	-0.0001203	
 2.6458401	 1.3937498	 0.6678074	 0.0620576	 0.2217225	 1.0469391	 1.6744921	 1.0826821	 0.4733607	-0.0402441	-0.0836964	 0.0004454	
 3.1948949	 2.2653887	 0.7241315	-0.8732921	-0.8168432	 0.1070596	 0.7732219	 0.3588769	-0.0768488	-0.1088106	-0.0438101	 0.0003219	
 2.1110824	 2.3288929	 2.5504925	 2.4430162	 2.4819095	 1.9810897	 1.2867111	 0.7909526	 0.4270875	 0.2270756	 0.1069171	-0.0003517	
 2.0886676	 2.2015934	 2.2723028	 1.9568152	 1.5872946	 1.1006497	 0.6858064	 0.3060755	 0.0678533	-0.0128866	 0.0040770	 0.0001833	
 1.7312414	 1.8119057	 1.8486629	 1.7406384	 1.6392131	 1.4222401	 1.1725595	 0.8150264	 0.5379903	 0.2993024	 0.1352706	-0.0003566	
 1.7478871	 1.5390743	 1.6855450	 1.2228602	 1.0615739	 0.7116995	 0.7194943	 0.6978014	 0.5089953	 0.2437076	 0.0904992	-0.0001114	
 1.6191335	 1.1622883	 1.0637128	 1.1607460	 1.5874555	 1.6073604	 1.0601867	 0.3663812	 0.1333226	 0.0784221	 0.1046213	-0.0003969	
 1.6481725	 1.0965109	 1.1124125	 0.2868114	 0.8152554	 0.9799780	 0.9383193	 0.4780548	 0.0518640	-0.0323103	 0.0474062	-0.0001171	
 1.1190038	 1.0451592	 1.8096214	-0.5276524	 2.1999963	-0.2468851	 0.8903547	 0.1988009	 0.1309749	 0.0739134	-0.0273325	-0.0000238	
 0.9268461	 0.8783202	 1.0543951	 0.8570758	 0.8618717	 0.5016164	 0.4676361	 0.2402460	 0.2559726	 0.1273853	 0.0674937	-0.0002581	
 2.5818014	 2.9123860	 2.9677949	 2.5092846	 1.7133855	 0.9324682	 0.3223608	-0.2743663	-0.4794714	-0.3082267	-0.0677222	 0.0007116	
 2.1382246	 2.0603650	 2.0550725	 1.4284503	 1.0485983	 0.5864843	 0.2141770	-0.0742331	-0.1627437	-0.1170501	-0.0075635	 0.0002306	
 2.5925561	 2.5164833	 2.2677426	 1.2727613	 0.4480050	-0.2114124	-0.4795109	-0.6692491	-0.4788114	-0.2259615	-0.0416172	 0.0002160	
 1.7824208	 1.4455329	 1.3255746	 0.5965205	 0.3542432	-0.1117855	-0.0760422	 0.0681464	 0.1015437	 0.0330984	 0.0552649	-0.0001149	
-0.0826034	 2.2634714	 2.5366316	-3.2037811	-0.5807623	-1.2559451	-0.3002852	-0.3185987	 0.4375192	 0.0697586	 0.0323231	 0.0000518	
 2.7767168	 2.5601561	 1.7720686	 0.3009965	-0.7434717	-1.2426142	-0.6535764	-0.4417311	-0.2795329	-0.2520456	-0.0497685	 0.0002832	
 3.2791281	 1.1869776	 0.3657180	 0.8226698	 0.1008921	-1.2513923	 0.2983221	 1.1030941	 0.2048188	-0.2216786	-0.0580332	-0.0000618	
 1.1910980	 1.0465923	 1.3153679	 0.6395844	 0.5023495	-0.5405578	 0.6002127	-0.2261030	-0.0016827	 0.0155847	 0.0602315	-0.0000092	
 0.0588042	-1.0179338	 4.5426902	 0.5987176	 1.1647993	-0.9143504	 0.7025273	 1.1535201	-0.2061195	-0.0019711	 0.0287684	-0.0000454	
-0.2686771	-0.3033372	 4.0196305	-0.9059516	-0.2180805	 0.0027899	 0.8850862	-0.1217496	 0.0870577	 0.1249610	-0.0415763	 0.0001965	
 0.6842045	 0.9191908	 3.0052280	-2.2869537	 1.4043622	 0.4563527	 0.1682003	 0.2121540	-0.0387989	 0.0252631	-0.0427364	 0.0002203	
 1.0974548	 0.3249492	 1.6546818	-1.0603729	 0.7740681	-0.5104777	 0.1392247	-0.2212080	-0.0330696	-0.0799094	-0.0192473	 0.0001059	
 2.0581496	-0.0287218	 1.1094197	-0.6841832	 0.8661512	 1.4966023	-0.2982375	 0.1641396	 0.5877383	-0.1180418	 0.0233361	 0.0000306	
 0.2172720	 0.3568452	 0.1794997	 0.2193127	 0.5182037	 0.0959597	 0.2530745	 0.4649295	 0.4795260	 0.2367964	 0.0892626	-0.0002754	
 0.3575438	 0.2344883	 0.4250487	 0.4049036	 0.1236069	 0.7306194	 0.3572997	 0.1986046	 0.1196240	 0.2419633	 0.0707223	-0.0007406	
 0.6295077	 0.5134011	 0.5789941	 0.1417098	 0.2563908	-0.0297746	 0.5262221	-0.0961928	 0.1912241	 0.2731320	 0.1083583	-0.0004785	
