   1.02589,    1.01287,    1.19208,   0.657805,   0.933033,   0.648579, -0.00673518,  -0.250411,   0.394969,   0.152769,  0.0982118, -0.000585847
   1.11856,   0.799118,    1.07999,   0.711126,   0.897616,   0.249337,   0.460816,   0.524159,  -0.145981,   0.186956,  0.0766427, -0.000513947
   1.00019,    0.95942,   0.792214,   0.510089,   0.914459,   0.509961,   0.190917,   0.479385,   0.398798,   0.432611, -0.00714806, -0.000567048
   1.11356,    1.00726,   0.772509,   0.805457,    0.64896,   0.240714,   0.604331,   0.233716,   0.708842,   0.262561,   0.151994, -0.00020746
   1.03476,    1.24375,   0.999621,   0.837093, -0.0460559,   0.360994,   0.499111, -0.0205432,   0.451149,   0.282878,   0.164318, -0.000415536
   1.90546,    1.78843,    2.12044,    1.73026,    2.55009,    1.63334,    0.27149,   0.498626,   0.575743,    0.27761,   0.195942, -0.000271935
   1.77523,    1.87188,    1.87881,    1.81569,    1.69955,    1.44002,    1.17896,   0.906058,   0.608206,   0.375042,   0.170873, -0.000521707
   1.75451,    1.85753,    1.86407,    1.84137,    1.71698,    1.55206,    1.32673,    1.01582,   0.716769,   0.444767,   0.209074, -0.000662101
   1.78148,    1.92288,    1.94533,    1.88932,    1.74251,     1.5437,     1.2886,   0.993977,    0.69028,   0.416911,   0.189543, -0.000658679
   1.72904,    1.80895,    1.81977,    1.74759,    1.60686,    1.43224,    1.19306,   0.945899,   0.668207,   0.413347,   0.189347, -0.000578861
   3.04853,    1.14886,  -0.201664,   0.579188,   0.320883,   -0.33807,    0.79877,    1.33393, -0.0504374,   -0.55135, -0.0173862, -0.000432372
   3.46196,    1.19745,  -0.140608,   0.927189,  0.0619893,   -1.57651,   -0.62082,   0.788004,   0.105775,  -0.480587,  -0.304399, 0.000705703
   3.71847,   0.358627,    1.58186, 0.00272349,   0.979816,   -1.96504,   -1.79328, -0.0161868,  -0.317368,  -0.390554,  -0.292733, 0.00086303
   2.16406,   0.949636,   0.516516,   0.372387,   0.285963,  -0.318589,   -0.93275,   -1.49199,   -1.13094,  -0.421424, -0.0800111, 0.00037959
   2.50606,    1.11442,   0.939601,   0.456856,  0.0344578,  -0.025454,  -0.557295,   -1.44413,   -1.45752,  -0.257344,  0.0217514, 0.000145426
   2.84321,   0.835603,    1.36312,   0.237457,   0.574785,  -0.362996,   0.631407,  -0.834405,   -1.13468,   -0.90936,  -0.126483, -0.000318816
   2.59575,    1.88798,    1.31669,   0.628672,   0.276337,  -0.360061,   0.492754,  0.0533954,  -0.743444,  -0.695423,  -0.127682, 0.000432128
   2.82949,    2.04279,    1.99306,    1.57711,  -0.323387,  -0.468069,   0.788786,   0.622386,  -0.262032,  -0.284717,  -0.103572, 0.000749494
   2.99929,    2.23851,    1.99495,    1.71519,   0.285675, -0.0803857,   0.430066,   0.142621,  -0.431651,  -0.418131,  -0.114717, 0.000534896
   3.96009,    2.15076,    2.19062,    2.21291, -0.0495262,  -0.900244,   0.844769,   0.195549,  -0.749277,   -0.25479,   0.105525, -0.000259429
   3.27725,    3.22286,    1.79843,   0.614785,    1.32885,   0.964115,   0.419021, -0.0745279,  -0.670389,   0.254452,   0.149083, -0.00114205
   2.45059,    2.18174,    1.27038,   0.996726,    1.69948,    2.18357,    1.64535,   0.358428,  -0.367884,  -0.143625,   0.261071, -0.00104694
   2.34949,    2.30034,    1.65155,    1.24356,    1.45901,    1.61715,    1.13678,   0.190787,  -0.358334,  -0.118064,   0.317314, -0.000796566
   2.06524,    2.18681,    1.96373,    1.80235,    1.67836,    1.51901,    1.05881,   0.496822,   0.186179,   0.205471,   0.219925, -0.000407828
   1.88808,    2.03847,    2.00332,    1.83201,    1.69342,     1.4686,    1.23946,   0.875736,   0.542799,   0.295283,    0.12782, -0.000387618
   2.45158,    2.80186,     2.8906,    2.72742,    2.51412,    1.92492,    1.39319,   0.926156,   0.537587,   0.315224,   0.157995, -0.000521536
   1.81801,    1.95668,    1.96761,    1.87202,    1.69038,    1.46979,    1.18543,   0.898282,   0.598417,   0.387098,   0.184207, -0.000513556
    1.7284,    1.83947,    1.79878,     1.7894,    1.64099,    1.42552,    1.20392,   0.900347,   0.655268,   0.396622,   0.197157, -0.000480299
   2.71042,    3.33434,    3.00925,    2.06867,   0.805079, -0.0560222,   -0.17696,   0.130868,   0.558761,   0.467216,    0.11697, -0.000930217
   2.38235,    2.85121,    2.87623,    2.45379,     2.0989,    1.28611,   0.761128,   0.366018,   0.299825,  0.0301525,  0.0585452, -3.46743e-005
   1.48414,    1.31203,    1.03244,   0.865888,   0.623889,   0.455108,   0.429145, -0.0757436,  0.0472893,  0.0568596,   0.140149, -5.46426e-005
   1.61388,    2.08596,    1.64483,    1.03487,   0.431629,  -0.301156,  -0.173324,  -0.187434, -0.0507104, -0.0654096,   0.229464, -0.000182207
   1.29532,     1.0582,    0.95824,   0.872584,   0.924581,   0.110425,  -0.104806, -0.0886474,   0.298569,   0.345774,  0.0315806, -0.000336201
   1.30199,    1.13318,    1.17186,   0.967377,   0.926146,   0.129374,   0.736796, -0.0206327,   0.140942,   0.327447,  0.0280381, -8.18877e-005
   1.11697,   0.921626,    1.08459,    0.56307,   0.610838, -0.0287519,   0.698422, -0.0921543,  -0.094779, -0.0180363, -0.0323155, -0.00104284
  0.727304,   0.613709,    1.17999,    0.94677,    1.33886,   0.316277,   0.340737,  0.0416395,   0.338753,   0.474491,  0.0551777, -0.000608898
  0.740457,   0.922508,    1.31657,    0.54262,   0.392647,   0.631085,    1.02181,   0.321073,   0.151433,   0.132121,   0.143758, -0.000559962
  0.451401,    1.31568,     0.8884,    1.21321,   0.821521,   0.148153,   0.305034,   0.792203,   0.225817, -0.00293362,   0.131092, -0.000914938
  0.515424,   0.990334,    1.02351,   0.891131,    1.05918,   0.919758,   0.585139,    0.79269,   0.249066,   0.355778,   0.120949, -0.000277089
  0.537014,   0.656573,   0.806266,   0.603197,   0.763021,   0.329312,   0.592679,     0.5589,   0.425161,   0.574489,   0.268094, 2.2676e-005
   2.32531,    2.65971,    2.52106,    2.27262,    1.98405,    1.80007,    1.67344,    1.36206,    1.01869,   0.499614,  0.0707631, -0.000601494
   2.73557,    3.02948,    2.32818,    1.35526,   0.574505,   0.591586,    1.05027,    1.46681,     1.4306,    0.90918,   0.230675, -0.000797765
